pitcher,batter,pitch_type,velocity,spin,ivb,hb,plate_x,plate_z,count_balls,count_strikes,result,batter_side,pitcher_hand,date
OPP-24,H09,Changeup,82.5,1677,9.8,16.6,0.764,2.339,0,0,StrikeSwinging,R,L,2026-09-05
OPP-24,H09,Changeup,82.2,1710,8.6,10.3,-0.332,2.459,0,1,FoulBall,R,L,2026-09-05
OPP-24,H09,Slider,77.5,2192,7.0,-11.7,0.429,2.645,0,2,FoulBall,R,L,2026-09-05
OPP-24,H09,Slider,84.5,2345,4.8,-2.9,-0.567,4.084,0,2,FoulBall,R,L,2026-09-05
OPP-24,H09,Fastball,91.4,2275,16.1,11.7,-0.423,2.448,0,2,FoulBall,R,L,2026-09-05
OPP-24,H09,Slider,83.8,2409,0.6,-2.5,0.315,1.623,0,2,StrikeSwinging,R,L,2026-09-05
OPP-24,H07,Changeup,82.2,1750,11.0,14.6,0.014,1.679,0,0,StrikeCalled,R,L,2026-09-05
OPP-24,H07,Changeup,82.8,1922,8.2,6.9,-0.12,3.117,0,1,InPlay,R,L,2026-09-05
OPP-24,H09,Fastball,90.2,2334,16.0,9.7,0.558,2.462,0,0,StrikeCalled,R,L,2026-09-05
OPP-24,H09,Slider,82.3,2413,0.2,-10.3,-0.095,0.179,0,1,FoulBall,R,L,2026-09-05
OPP-24,H09,Fastball,90.9,2218,16.0,7.0,0.617,3.261,0,2,StrikeSwinging,R,L,2026-09-05
OPP-24,H01,Fastball,87.1,2261,14.5,6.7,-1.845,1.734,0,0,BallCalled,L,L,2026-09-05
OPP-24,H01,Fastball,90.8,2216,12.2,11.7,-0.41,2.746,1,0,StrikeCalled,L,L,2026-09-05
OPP-24,H01,Fastball,92.6,2163,15.3,9.8,0.298,2.508,1,1,StrikeCalled,L,L,2026-09-05
OPP-24,H01,Changeup,82.8,1779,7.7,14.1,1.354,2.574,1,2,StrikeSwinging,L,L,2026-09-05
OPP-24,H04,Changeup,80.1,1736,8.4,15.5,-0.586,2.48,0,0,StrikeSwinging,R,L,2026-09-05
OPP-24,H04,Fastball,92.8,2207,15.7,10.8,0.121,1.367,0,1,BallCalled,R,L,2026-09-05
OPP-24,H04,Fastball,88.3,2287,16.5,2.7,-0.674,2.84,1,1,InPlay,R,L,2026-09-05
OPP-24,H06,Fastball,92.1,2498,15.1,6.4,-0.639,1.404,0,0,FoulBall,R,L,2026-09-05
OPP-24,H06,Changeup,80.4,1983,6.2,5.5,-0.6,1.429,0,1,BallCalled,R,L,2026-09-05
OPP-24,H06,Fastball,94.2,2051,14.4,14.1,1.028,1.986,1,1,InPlay,R,L,2026-09-05
OPP-24,H08,Changeup,82.0,1727,6.5,10.1,-1.659,1.514,0,0,BallCalled,R,L,2026-09-05
OPP-24,H08,Slider,80.2,2344,0.2,-2.8,0.719,3.037,1,0,StrikeCalled,R,L,2026-09-05
OPP-24,H08,Slider,79.3,2142,6.6,-9.3,1.075,0.993,1,1,BallCalled,R,L,2026-09-05
OPP-24,H08,Slider,82.0,2124,-2.0,-5.3,0.053,1.612,2,1,StrikeCalled,R,L,2026-09-05
OPP-24,H08,Curveball,78.6,2560,-3.9,-15.0,3.21,3.897,2,2,InPlay,R,L,2026-09-05
OPP-24,H04,Slider,83.1,2036,-1.9,-7.9,-1.838,3.586,0,0,BallCalled,L,L,2026-09-05
OPP-24,H04,Fastball,90.7,2042,17.5,15.1,1.083,2.16,1,0,BallCalled,L,L,2026-09-05
OPP-24,H04,Changeup,82.7,1829,11.3,8.6,-0.53,1.103,2,0,FoulBall,L,L,2026-09-05
OPP-24,H04,Fastball,89.7,2209,12.1,4.3,0.102,2.447,2,1,InPlay,L,L,2026-09-05
OPP-24,H03,Fastball,89.7,2273,16.6,9.7,-0.079,1.488,0,0,StrikeSwinging,L,L,2026-09-05
OPP-24,H03,Slider,81.2,2434,0.4,-6.2,1.567,3.049,0,1,BallCalled,L,L,2026-09-05
OPP-24,H03,Curveball,74.2,2422,-7.0,-6.4,-1.63,2.312,1,1,BallCalled,L,L,2026-09-05
OPP-24,H03,Fastball,87.3,2351,15.6,5.1,0.74,2.263,2,1,FoulBall,L,L,2026-09-05
OPP-24,H03,Slider,81.4,2396,-2.0,-2.9,-0.619,4.216,2,2,BallCalled,L,L,2026-09-05
OPP-24,H03,Fastball,89.8,2261,17.6,13.9,0.977,3.397,3,2,BallCalled,L,L,2026-09-05
OPP-24,H08,Fastball,92.2,2216,14.5,8.9,-0.465,1.848,0,0,StrikeCalled,L,L,2026-09-05
OPP-24,H08,Curveball,77.1,2542,-5.9,-10.1,-0.246,3.828,0,1,BallCalled,L,L,2026-09-05
OPP-24,H08,Curveball,75.6,2409,-4.7,-10.8,0.384,2.03,1,1,StrikeCalled,L,L,2026-09-05
OPP-24,H08,Fastball,89.2,2250,13.2,8.8,-0.733,1.784,1,2,FoulBall,L,L,2026-09-05
OPP-24,H08,Curveball,75.1,2563,-7.8,-10.1,1.304,2.44,1,2,InPlay,L,L,2026-09-05
OPP-24,H02,Changeup,82.3,1779,12.7,11.3,-1.079,1.175,0,0,BallCalled,L,L,2026-09-05
OPP-24,H02,Fastball,92.7,2185,13.6,7.2,0.774,2.271,1,0,StrikeSwinging,L,L,2026-09-05
OPP-24,H02,Changeup,81.7,1967,11.8,10.8,0.973,2.443,1,1,StrikeSwinging,L,L,2026-09-05
OPP-24,H02,Changeup,84.3,1719,9.2,11.4,0.363,1.814,1,2,InPlay,L,L,2026-09-05
OPP-24,H09,Changeup,80.4,1422,10.6,13.9,-1.174,1.613,0,0,BallCalled,L,L,2026-09-06
OPP-24,H09,Changeup,81.3,1638,4.9,6.2,0.338,1.229,1,0,BallCalled,L,L,2026-09-06
OPP-24,H09,Fastball,87.1,2354,14.4,6.3,-0.062,2.929,2,0,FoulBall,L,L,2026-09-06
OPP-24,H09,Slider,80.2,2033,-4.3,-4.9,0.211,2.018,2,1,StrikeCalled,L,L,2026-09-06
OPP-24,H09,Fastball,92.3,2326,15.1,5.5,-1.058,3.379,2,2,BallCalled,L,L,2026-09-06
OPP-24,H09,Curveball,75.7,2563,-2.2,-4.0,0.147,0.652,3,2,StrikeSwinging,L,L,2026-09-06
OPP-24,H06,Changeup,83.5,1913,7.4,17.6,-0.766,1.327,0,0,BallCalled,R,L,2026-09-06
OPP-24,H06,Fastball,90.1,2296,17.6,10.1,1.024,2.6,1,0,BallCalled,R,L,2026-09-06
OPP-24,H06,Fastball,90.5,2003,16.3,6.7,0.958,1.858,2,0,BallCalled,R,L,2026-09-06
OPP-24,H06,Fastball,90.4,2050,17.0,7.3,0.384,1.261,3,0,BallCalled,R,L,2026-09-06
OPP-24,H08,Slider,82.2,2378,3.3,-7.9,0.141,1.369,0,0,BallCalled,L,L,2026-09-06
OPP-24,H08,Fastball,91.1,2070,15.5,15.7,-0.644,3.107,1,0,StrikeCalled,L,L,2026-09-06
OPP-24,H08,Changeup,82.5,1755,10.5,12.4,-1.856,2.102,1,1,StrikeSwinging,L,L,2026-09-06
OPP-24,H08,Changeup,83.1,1692,11.5,4.3,-1.748,2.957,1,2,BallCalled,L,L,2026-09-06
OPP-24,H08,Changeup,82.2,1796,6.0,10.8,0.936,1.115,2,2,InPlay,L,L,2026-09-06
OPP-24,H07,Fastball,91.2,2360,11.9,8.5,-0.279,2.249,0,0,InPlay,R,L,2026-09-06
OPP-24,H06,Curveball,77.2,2471,-9.9,-9.0,0.445,1.768,0,0,InPlay,R,L,2026-09-06
OPP-24,H06,Fastball,92.2,2302,17.0,2.9,-0.688,2.864,0,0,StrikeCalled,R,L,2026-09-06
OPP-24,H06,Slider,82.3,2170,0.3,-7.4,2.403,2.821,0,1,FoulBall,R,L,2026-09-06
OPP-24,H06,Slider,81.6,2320,2.3,-5.1,-0.356,2.187,0,2,FoulBall,R,L,2026-09-06
OPP-24,H06,Changeup,81.0,1834,9.6,16.2,0.958,2.313,0,2,BallCalled,R,L,2026-09-06
OPP-24,H06,Slider,83.3,2446,1.5,-10.9,-0.711,4.706,1,2,BallCalled,R,L,2026-09-06
OPP-24,H06,Changeup,83.6,1906,3.3,5.2,0.005,1.671,2,2,FoulBall,R,L,2026-09-06
OPP-24,H06,Slider,79.1,2376,4.3,-5.0,-0.072,3.239,2,2,StrikeCalled,R,L,2026-09-06
OPP-24,H03,Changeup,84.1,1719,7.3,7.2,-0.307,1.702,0,0,StrikeCalled,L,L,2026-09-06
OPP-24,H03,Curveball,78.0,2648,-3.0,-6.5,1.1,4.499,0,1,BallCalled,L,L,2026-09-06
OPP-24,H03,Slider,80.1,2487,1.1,-7.3,-0.267,1.741,1,1,StrikeCalled,L,L,2026-09-06
OPP-24,H03,Fastball,89.9,2022,19.9,14.5,-1.708,1.934,1,2,StrikeSwinging,L,L,2026-09-06
OPP-24,H04,Slider,78.6,2430,2.7,-12.5,-0.368,0.517,0,0,BallCalled,L,L,2026-09-06
OPP-24,H04,Fastball,88.6,2318,17.0,11.5,-0.539,2.826,1,0,StrikeCalled,L,L,2026-09-06
OPP-24,H04,Fastball,92.7,2120,15.8,9.8,-0.646,1.682,1,1,FoulBall,L,L,2026-09-06
OPP-24,H04,Slider,81.9,2589,2.8,-6.3,1.29,2.005,1,2,BallCalled,L,L,2026-09-06
OPP-24,H04,Slider,82.2,2353,-5.3,-11.1,-0.398,0.025,2,2,FoulBall,L,L,2026-09-06
OPP-24,H04,Changeup,82.3,1865,9.2,11.6,1.239,2.009,2,2,BallCalled,L,L,2026-09-06
OPP-24,H04,Fastball,90.6,2225,11.6,9.9,-0.522,3.266,3,2,StrikeCalled,L,L,2026-09-06
OPP-24,H03,Changeup,83.3,1784,1.8,8.3,-0.12,1.161,0,0,BallCalled,L,L,2026-09-06
OPP-24,H03,Fastball,90.1,2371,17.3,15.2,-0.671,3.755,1,0,BallCalled,L,L,2026-09-06
OPP-24,H03,Fastball,88.7,2259,15.5,11.8,-0.206,2.068,2,0,StrikeSwinging,L,L,2026-09-06
OPP-24,H03,Changeup,83.1,1606,9.2,14.2,-0.283,1.582,2,1,FoulBall,L,L,2026-09-06
OPP-24,H03,Fastball,89.1,2203,13.9,9.6,-0.308,2.016,2,2,StrikeCalled,L,L,2026-09-06
OPP-24,H02,Slider,82.1,2352,-0.4,-10.2,1.613,3.141,0,0,BallCalled,L,L,2026-09-06
OPP-24,H02,Changeup,82.1,1689,3.5,16.2,-0.746,2.484,1,0,StrikeCalled,L,L,2026-09-06
OPP-24,H02,Fastball,89.0,2330,16.8,10.2,0.557,2.779,1,1,StrikeCalled,L,L,2026-09-06
OPP-24,H02,Fastball,90.2,2213,14.2,10.8,-0.864,2.364,1,2,BallCalled,L,L,2026-09-06
OPP-24,H02,Curveball,76.9,2532,-3.6,-12.5,0.018,3.778,2,2,BallCalled,L,L,2026-09-06
OPP-24,H02,Curveball,78.6,2237,-6.3,-14.8,-0.818,0.866,3,2,BallCalled,L,L,2026-09-06
OPP-24,H09,Slider,80.2,2404,4.4,-7.8,0.479,2.555,0,0,FoulBall,L,L,2026-09-06
OPP-24,H09,Changeup,84.3,1779,5.5,16.3,-0.105,1.152,0,1,BallCalled,L,L,2026-09-06
OPP-24,H09,Changeup,81.4,1519,12.2,19.2,-0.041,0.908,1,1,BallCalled,L,L,2026-09-06
OPP-24,H09,Changeup,81.9,1879,8.0,12.9,0.199,1.757,2,1,StrikeSwinging,L,L,2026-09-06
OPP-24,H09,Fastball,92.0,2091,17.0,10.0,0.046,3.175,2,2,StrikeSwinging,L,L,2026-09-06
OPP-24,H02,Changeup,83.1,1989,6.7,8.9,-0.457,-0.065,0,0,BallCalled,R,L,2026-09-06
OPP-24,H02,Changeup,81.6,1883,12.2,12.5,-0.532,1.58,1,0,StrikeCalled,R,L,2026-09-06
OPP-24,H02,Changeup,83.2,1797,4.5,9.8,-0.554,1.011,1,1,BallCalled,R,L,2026-09-06
OPP-24,H02,Fastball,91.3,2129,15.4,6.8,0.566,2.933,2,1,StrikeCalled,R,L,2026-09-06
OPP-24,H02,Changeup,83.0,1879,11.1,15.7,-0.069,3.428,2,2,InPlay,R,L,2026-09-06
OPP-24,H04,Changeup,83.1,1452,9.6,11.2,-0.749,1.508,0,0,InPlay,R,L,2026-09-06
OPP-24,H05,Fastball,90.8,2042,16.1,14.1,-0.126,2.232,0,0,StrikeSwinging,R,L,2026-09-06
OPP-24,H05,Fastball,91.6,2395,19.3,8.2,0.688,1.856,0,1,StrikeSwinging,R,L,2026-09-06
OPP-24,H05,Fastball,91.6,2101,17.0,4.6,0.749,1.438,0,2,BallCalled,R,L,2026-09-06
OPP-24,H05,Changeup,81.2,1520,7.2,13.7,0.932,3.962,1,2,BallCalled,R,L,2026-09-06
OPP-24,H05,Changeup,82.1,1905,11.1,9.9,0.157,3.438,2,2,InPlay,R,L,2026-09-06
OPP-24,H07,Fastball,88.8,2225,13.2,4.9,0.651,3.118,0,0,StrikeSwinging,R,L,2026-09-06
OPP-24,H07,Slider,80.0,2216,1.5,-2.8,-0.376,1.232,0,1,BallCalled,R,L,2026-09-06
OPP-24,H07,Slider,80.8,2540,3.0,-6.1,0.799,1.852,1,1,StrikeCalled,R,L,2026-09-06
OPP-24,H07,Changeup,81.7,1582,7.4,16.4,-0.92,-0.709,1,2,InPlay,R,L,2026-09-06
OPP-24,H07,Slider,79.8,2262,1.1,-5.4,1.939,2.887,0,0,BallCalled,R,L,2026-09-06
OPP-24,H07,Curveball,77.1,2202,-1.8,-9.2,-0.39,1.388,1,0,BallCalled,R,L,2026-09-06
OPP-24,H07,Fastball,89.5,2355,15.8,6.1,-0.916,2.582,2,0,BallCalled,R,L,2026-09-06
OPP-24,H07,Fastball,95.4,2060,16.6,11.5,-0.972,2.969,3,0,BallCalled,R,L,2026-09-06
OPP-24,H09,Fastball,92.2,2332,16.4,8.6,-1.528,3.364,0,0,BallCalled,L,L,2026-09-06
OPP-24,H09,Fastball,87.7,2021,14.8,11.3,0.163,2.183,1,0,StrikeCalled,L,L,2026-09-06
OPP-24,H09,Fastball,88.3,2267,12.1,9.4,-0.204,2.247,1,1,FoulBall,L,L,2026-09-06
OPP-24,H09,Changeup,80.6,1648,7.1,11.7,-0.217,1.056,1,2,BallCalled,L,L,2026-09-06
OPP-24,H09,Fastball,91.3,2221,14.0,16.6,1.549,3.282,2,2,BallCalled,L,L,2026-09-06
OPP-24,H09,Slider,76.8,2469,1.1,-3.6,0.063,1.903,3,2,InPlay,L,L,2026-09-06
OPP-24,H09,Slider,83.9,2396,3.3,-3.3,-0.14,3.685,0,0,FoulBall,R,L,2026-09-06
OPP-24,H09,Changeup,84.4,1888,10.3,12.0,0.459,1.519,0,1,FoulBall,R,L,2026-09-06
OPP-24,H09,Fastball,94.2,2271,15.4,11.7,-0.133,1.946,0,2,StrikeCalled,R,L,2026-09-06
OPP-24,H03,Changeup,85.8,1873,3.7,10.0,0.696,1.544,0,0,StrikeCalled,L,L,2026-09-06
OPP-24,H03,Slider,78.6,2279,3.8,-6.9,-0.949,2.566,0,1,BallCalled,L,L,2026-09-06
OPP-24,H03,Fastball,92.8,2338,15.3,6.8,-0.509,1.758,1,1,InPlay,L,L,2026-09-06
OPP-24,H08,Fastball,89.1,2073,16.3,12.0,-1.029,1.71,0,0,BallCalled,R,L,2026-09-06
OPP-24,H08,Fastball,90.4,2330,18.9,6.1,0.109,3.031,1,0,StrikeCalled,R,L,2026-09-06
OPP-24,H08,Changeup,84.7,1695,9.2,12.1,0.807,1.47,1,1,BallCalled,R,L,2026-09-06
OPP-24,H08,Fastball,91.0,2242,14.4,4.6,-0.2,2.233,2,1,StrikeSwinging,R,L,2026-09-06
OPP-24,H08,Slider,81.7,2711,4.0,-10.0,-1.535,1.371,2,2,StrikeSwinging,R,L,2026-09-06
OPP-24,H09,Fastball,89.1,2301,19.9,11.0,-0.222,2.829,0,0,InPlay,R,L,2026-09-06
OPP-24,H06,Changeup,81.5,1534,10.3,17.8,1.343,1.794,0,0,FoulBall,L,L,2026-09-06
OPP-24,H06,Slider,78.8,2257,3.0,-2.3,0.6,1.074,0,1,StrikeSwinging,L,L,2026-09-06
OPP-24,H06,Curveball,76.9,2566,-1.8,-3.0,3.524,2.214,0,2,FoulBall,L,L,2026-09-06
OPP-24,H06,Changeup,80.3,1840,12.5,9.5,-0.514,0.86,0,2,BallCalled,L,L,2026-09-06
OPP-24,H06,Changeup,82.8,1529,8.1,11.2,0.243,2.613,1,2,InPlay,L,L,2026-09-06
OPP-24,H01,Changeup,80.7,1823,9.9,6.5,0.134,2.09,0,0,FoulBall,R,L,2026-09-06
OPP-24,H01,Fastball,90.8,2371,14.3,4.4,0.873,3.485,0,1,BallCalled,R,L,2026-09-06
OPP-24,H01,Fastball,92.0,2492,16.1,8.1,0.728,3.666,1,1,BallCalled,R,L,2026-09-06
OPP-24,H01,Fastball,87.0,2128,15.1,6.1,-0.865,2.842,2,1,BallCalled,R,L,2026-09-06
OPP-24,H01,Curveball,75.9,2352,-7.6,-9.4,-0.648,2.558,3,1,StrikeCalled,R,L,2026-09-06
OPP-24,H01,Changeup,84.6,1604,4.8,13.7,1.21,0.603,3,2,BallCalled,R,L,2026-09-06
OPP-24,H06,Slider,80.9,2196,2.7,-2.3,0.619,3.214,0,0,StrikeCalled,R,L,2026-09-06
OPP-24,H06,Slider,81.1,2390,-4.8,-1.9,0.385,2.651,0,1,FoulBall,R,L,2026-09-06
OPP-24,H06,Fastball,91.2,2056,13.6,11.5,-1.695,3.543,0,2,BallCalled,R,L,2026-09-06
OPP-24,H06,Fastball,89.5,2110,13.3,10.0,-1.758,3.465,1,2,InPlay,R,L,2026-09-06
