Pitcher,Batter,TaggedPitchType,RelSpeed,SpinRate,InducedVertBreak,HorzBreak,PlateLocSide,PlateLocHeight,Balls,Strikes,PitchCall,BatterSide,PitcherThrows,Date
OPP-47,H04,Fastball,90.9,2345,17.2,9.8,0.932,1.638,0,2,HitByPitch,R,R,2026-08-29
OPP-47,H01,Fastball,92.4,2348,14.4,3.1,-0.983,3.059,0,0,BallCalled,L,R,2026-08-29
OPP-47,H01,Fastball,90.1,2276,18.1,7.3,0.205,2.488,1,0,InPlay,L,R,2026-08-29
OPP-47,H06,Curveball,74.3,2492,-6.4,-15.0,-1.356,1.94,0,0,StrikeSwinging,R,R,2026-08-29
OPP-47,H06,Fastball,88.8,2328,12.3,7.0,0.104,2.301,0,1,FoulBall,R,R,2026-08-29
OPP-47,H06,Slider,78.8,2559,2.5,-6.1,1.137,3.768,0,2,BallCalled,R,R,2026-08-29
OPP-47,H06,Changeup,80.2,1747,6.8,11.5,1.972,2.896,1,2,BallCalled,R,R,2026-08-29
OPP-47,H06,Fastball,89.8,2201,12.9,7.9,0.371,2.497,2,2,InPlay,R,R,2026-08-29
OPP-47,H02,Fastball,88.7,2191,15.0,7.9,-0.991,1.114,0,0,InPlay,R,R,2026-08-29
OPP-47,H01,Fastball,89.3,2005,18.3,5.6,0.182,1.466,0,0,InPlay,L,R,2026-08-29
OPP-47,H06,Fastball,93.3,2251,15.6,9.3,-1.281,4.501,0,0,BallCalled,L,R,2026-08-29
OPP-47,H06,Fastball,88.5,2329,14.6,4.9,-0.355,2.922,1,0,StrikeCalled,L,R,2026-08-29
OPP-47,H06,Fastball,90.2,2082,11.2,8.8,0.204,0.473,1,1,BallCalled,L,R,2026-08-29
OPP-47,H06,Slider,78.8,2209,6.0,-8.3,-0.754,1.706,2,1,FoulBall,L,R,2026-08-29
OPP-47,H06,Slider,78.8,2709,2.7,-5.2,1.646,1.698,2,2,StrikeSwinging,L,R,2026-08-29
OPP-47,H09,Fastball,90.5,2210,12.5,10.3,1.369,3.047,0,0,FoulBall,R,R,2026-08-29
OPP-47,H09,Fastball,88.8,2246,17.3,9.9,0.045,3.236,0,1,FoulBall,R,R,2026-08-29
OPP-47,H09,Fastball,89.8,2005,14.3,9.3,0.111,2.616,0,2,StrikeCalled,R,R,2026-08-29
OPP-47,H01,Fastball,91.2,2081,16.6,11.2,0.238,2.614,0,0,FoulBall,R,R,2026-08-29
OPP-47,H01,Slider,83.2,2461,1.5,-5.4,-0.986,5.007,0,1,BallCalled,R,R,2026-08-29
OPP-47,H01,Fastball,93.1,2234,12.0,6.4,-0.629,2.691,1,1,FoulBall,R,R,2026-08-29
OPP-47,H01,Changeup,81.7,1873,7.3,9.5,0.12,4.124,1,2,StrikeSwinging,R,R,2026-08-29
OPP-47,H07,Fastball,91.9,2005,17.3,5.6,-0.056,2.609,0,0,StrikeCalled,L,R,2026-08-29
OPP-47,H07,Slider,80.1,2310,1.8,-9.5,1.158,2.935,0,1,BallCalled,L,R,2026-08-29
OPP-47,H07,Fastball,92.0,2146,16.5,7.5,1.006,2.277,1,1,BallCalled,L,R,2026-08-29
OPP-47,H07,Fastball,91.8,2369,14.9,11.7,0.714,1.954,2,1,InPlay,L,R,2026-08-29
OPP-47,H06,Fastball,92.4,2201,12.7,5.7,-1.31,1.867,0,0,BallCalled,L,R,2026-08-29
OPP-47,H06,Fastball,90.6,2157,14.1,13.5,0.717,2.978,1,0,InPlay,L,R,2026-08-29
OPP-47,H03,Changeup,81.9,1600,10.3,14.3,-0.987,2.96,0,0,BallCalled,R,R,2026-08-29
OPP-47,H03,Fastball,88.8,2102,16.7,3.4,0.707,2.337,1,0,StrikeCalled,R,R,2026-08-29
OPP-47,H03,Fastball,90.6,2010,15.9,4.7,-0.046,2.84,1,1,StrikeCalled,R,R,2026-08-29
OPP-47,H03,Curveball,76.2,2302,-12.3,-9.3,0.29,2.26,1,2,StrikeSwinging,R,R,2026-08-29
OPP-47,H04,Fastball,88.8,2185,14.2,9.5,1.202,3.032,0,0,StrikeSwinging,R,R,2026-08-29
OPP-47,H04,Fastball,93.3,2230,14.4,8.8,-1.263,3.487,0,1,BallCalled,R,R,2026-08-29
OPP-47,H04,Fastball,91.3,2409,15.7,10.6,-0.738,2.552,1,1,StrikeCalled,R,R,2026-08-29
OPP-47,H04,Fastball,89.4,2048,16.1,12.8,-0.246,2.841,1,2,InPlay,R,R,2026-08-29
OPP-47,H02,Fastball,91.3,2243,12.8,13.1,-0.198,2.583,0,0,InPlay,R,R,2026-08-29
OPP-47,H08,Fastball,85.6,2278,15.5,9.9,0.274,0.762,0,0,BallCalled,R,R,2026-08-29
OPP-47,H08,Fastball,90.6,2259,12.4,13.1,-0.197,2.407,1,0,StrikeCalled,R,R,2026-08-29
OPP-47,H08,Fastball,93.7,2172,18.3,10.4,-1.169,2.561,1,1,BallCalled,R,R,2026-08-29
OPP-47,H08,Fastball,91.8,2427,14.8,5.8,-0.138,1.858,2,1,StrikeCalled,R,R,2026-08-29
OPP-47,H08,Changeup,80.5,1794,9.7,14.8,0.031,2.242,2,2,FoulBall,R,R,2026-08-29
OPP-47,H08,Slider,79.4,2313,-1.3,-3.8,1.51,2.516,2,2,BallCalled,R,R,2026-08-29
OPP-47,H08,Slider,80.9,2437,2.7,-11.3,-0.844,2.578,3,2,BallCalled,R,R,2026-08-29
OPP-47,H08,Fastball,90.0,2468,10.6,4.2,-1.022,3.028,0,0,BallCalled,R,R,2026-08-30
OPP-47,H08,Fastball,90.1,2287,13.6,14.3,-0.675,3.242,1,0,FoulBall,R,R,2026-08-30
OPP-47,H08,Slider,81.4,2568,-0.9,-3.4,-0.643,3.043,1,1,FoulBall,R,R,2026-08-30
OPP-47,H08,Fastball,91.2,2200,13.2,10.0,0.505,3.881,1,2,BallCalled,R,R,2026-08-30
OPP-47,H08,Changeup,82.0,1743,6.5,9.8,0.233,2.7,2,2,FoulBall,R,R,2026-08-30
OPP-47,H08,Slider,84.7,2402,3.8,-8.6,2.464,2.839,2,2,BallCalled,R,R,2026-08-30
OPP-47,H08,Slider,82.9,2191,0.5,-9.2,-0.88,1.015,3,2,InPlay,R,R,2026-08-30
OPP-47,H02,Fastball,91.7,2195,14.7,9.3,0.564,2.848,0,0,InPlay,L,R,2026-08-30
OPP-47,H07,Fastball,91.3,2199,16.0,13.8,0.382,3.691,0,0,BallCalled,R,R,2026-08-30
OPP-47,H07,Changeup,81.7,1831,8.4,17.1,-0.414,2.21,1,0,StrikeCalled,R,R,2026-08-30
OPP-47,H07,Fastball,88.1,2191,14.2,9.8,1.296,2.746,1,1,BallCalled,R,R,2026-08-30
OPP-47,H07,Fastball,89.6,2207,14.4,3.7,0.658,2.767,2,1,StrikeCalled,R,R,2026-08-30
OPP-47,H07,Changeup,80.6,1823,8.9,9.7,1.331,2.179,2,2,BallCalled,R,R,2026-08-30
OPP-47,H07,Fastball,90.8,2180,13.1,12.9,0.574,0.428,3,2,BallCalled,R,R,2026-08-30
OPP-47,H02,Slider,77.8,2200,2.1,-9.0,-0.957,2.309,0,0,StrikeSwinging,L,R,2026-08-30
OPP-47,H02,Fastball,93.0,2035,14.3,13.9,-0.319,3.309,0,1,FoulBall,L,R,2026-08-30
OPP-47,H02,Slider,80.7,2225,6.8,-7.5,-2.455,2.818,0,2,BallCalled,L,R,2026-08-30
OPP-47,H02,Fastball,90.7,2473,13.4,9.6,0.91,2.294,1,2,BallCalled,L,R,2026-08-30
OPP-47,H02,Slider,81.8,2348,1.1,-3.5,-1.005,2.499,2,2,FoulBall,L,R,2026-08-30
OPP-47,H02,Slider,83.2,2265,-3.3,-11.8,-0.556,4.302,2,2,StrikeSwinging,L,R,2026-08-30
OPP-47,H01,Fastball,89.4,2319,17.3,7.2,0.832,3.081,0,0,BallCalled,L,R,2026-08-30
OPP-47,H01,Fastball,92.9,2270,12.5,5.9,0.431,2.205,1,0,InPlay,L,R,2026-08-30
OPP-47,H08,Fastball,91.7,2158,16.0,11.9,-1.136,2.353,0,0,StrikeSwinging,R,R,2026-08-30
OPP-47,H08,Fastball,90.1,2076,14.7,13.0,-0.069,1.325,0,1,StrikeSwinging,R,R,2026-08-30
OPP-47,H08,Fastball,93.3,2210,16.1,11.0,-0.656,5.439,0,2,StrikeSwinging,R,R,2026-08-30
OPP-47,H08,Fastball,90.5,2207,15.7,9.7,-0.547,3.113,0,0,FoulBall,L,R,2026-08-30
OPP-47,H08,Changeup,83.9,1759,6.3,11.3,-0.685,0.382,0,1,BallCalled,L,R,2026-08-30
OPP-47,H08,Changeup,82.0,1975,14.3,13.9,-0.877,0.764,1,1,BallCalled,L,R,2026-08-30
OPP-47,H08,Fastball,90.2,2452,14.7,8.5,-0.301,2.527,2,1,StrikeCalled,L,R,2026-08-30
OPP-47,H08,Fastball,91.4,2199,16.7,4.4,-1.723,2.306,2,2,BallCalled,L,R,2026-08-30
OPP-47,H08,Changeup,81.2,1823,11.1,7.0,1.345,1.899,3,2,BallCalled,L,R,2026-08-30
OPP-47,H07,Fastball,92.9,2281,16.0,10.1,-0.105,2.718,0,0,StrikeCalled,R,R,2026-08-30
OPP-47,H07,Slider,80.9,2392,-0.9,-6.3,3.076,0.297,0,1,BallCalled,R,R,2026-08-30
OPP-47,H07,Changeup,80.6,1834,7.9,15.6,0.677,1.273,1,1,BallCalled,R,R,2026-08-30
OPP-47,H07,Fastball,89.8,2438,14.4,12.8,-0.145,2.686,2,1,InPlay,R,R,2026-08-30
OPP-47,H04,Fastball,91.5,2271,11.2,7.7,0.401,2.54,0,0,StrikeCalled,R,R,2026-08-30
OPP-47,H04,Fastball,90.2,2470,14.6,2.9,0.182,2.406,0,1,FoulBall,R,R,2026-08-30
OPP-47,H04,Changeup,82.7,1778,6.0,13.9,1.545,0.762,0,2,BallCalled,R,R,2026-08-30
OPP-47,H04,Fastball,90.3,2144,16.2,11.2,1.227,3.234,1,2,BallCalled,R,R,2026-08-30
OPP-47,H04,Fastball,90.2,2212,17.2,12.4,0.778,1.648,2,2,StrikeCalled,R,R,2026-08-30
OPP-47,H05,Fastball,89.3,2096,14.2,9.5,0.758,1.512,0,0,StrikeCalled,L,R,2026-08-30
OPP-47,H05,Slider,82.0,2162,2.2,-10.3,-1.093,1.2,0,1,StrikeSwinging,L,R,2026-08-30
OPP-47,H05,Fastball,91.4,2016,12.9,7.2,1.243,2.472,0,2,BallCalled,L,R,2026-08-30
OPP-47,H05,Fastball,87.4,2479,13.1,7.5,-0.985,4.062,1,2,InPlay,L,R,2026-08-30
OPP-47,H01,Fastball,92.1,2214,10.7,6.8,1.561,1.711,0,0,BallCalled,L,R,2026-08-30
OPP-47,H01,Fastball,89.1,2269,15.8,12.8,-1.307,2.581,1,0,BallCalled,L,R,2026-08-30
OPP-47,H01,Fastball,91.3,2081,14.3,10.4,-0.81,1.403,2,0,BallCalled,L,R,2026-08-30
OPP-47,H01,Fastball,91.8,2082,18.4,2.8,1.216,2.973,3,0,FoulBall,L,R,2026-08-30
OPP-47,H01,Fastball,91.4,2175,14.0,9.7,-0.25,2.281,3,1,StrikeCalled,L,R,2026-08-30
OPP-47,H01,Slider,81.4,2246,4.7,-7.8,-0.372,-0.602,3,2,FoulBall,L,R,2026-08-30
OPP-47,H01,Fastball,90.2,2261,13.8,11.6,-1.912,2.79,3,2,InPlay,L,R,2026-08-30
OPP-47,H03,Curveball,76.9,2304,-9.5,-10.8,-1.014,3.438,0,0,StrikeSwinging,R,R,2026-08-30
OPP-47,H03,Slider,80.3,2479,3.2,-3.8,-1.321,2.316,0,1,BallCalled,R,R,2026-08-30
OPP-47,H03,Fastball,88.8,2202,12.9,7.6,-0.129,2.156,1,1,InPlay,R,R,2026-08-30
OPP-47,H08,Changeup,83.1,1527,11.1,8.9,-1.562,0.756,0,0,FoulBall,R,R,2026-08-30
OPP-47,H08,Slider,82.4,2334,2.8,-4.9,2.297,2.068,0,1,BallCalled,R,R,2026-08-30
OPP-47,H08,Changeup,81.3,1761,11.1,13.5,1.28,1.209,1,1,BallCalled,R,R,2026-08-30
OPP-47,H08,Fastball,91.3,2465,16.7,12.3,0.014,2.293,2,1,StrikeCalled,R,R,2026-08-30
OPP-47,H08,Fastball,89.0,2163,15.1,6.3,0.607,1.181,2,2,BallCalled,R,R,2026-08-30
OPP-47,H08,Slider,80.2,2355,1.5,-9.4,-0.018,3.375,3,2,InPlay,R,R,2026-08-30
OPP-47,H07,Fastball,91.6,2381,15.8,7.0,-0.733,2.233,0,0,InPlay,R,R,2026-08-30
OPP-47,H09,Slider,81.3,2412,0.5,-8.1,-1.21,2.559,0,0,InPlay,L,R,2026-08-30
OPP-47,H09,Fastball,90.1,2279,13.3,8.6,-1.197,2.428,0,0,InPlay,R,R,2026-08-30
OPP-47,H05,Slider,80.5,2586,-0.3,-8.8,0.277,2.642,0,0,StrikeCalled,R,R,2026-08-30
OPP-47,H05,Slider,77.7,2319,4.3,-9.1,-1.215,2.543,0,1,BallCalled,R,R,2026-08-30
OPP-47,H05,Fastball,92.6,2236,15.2,6.0,0.707,2.675,1,1,StrikeCalled,R,R,2026-08-30
OPP-47,H05,Fastball,90.0,2071,14.8,13.0,-0.983,2.646,1,2,BallCalled,R,R,2026-08-30
OPP-47,H05,Slider,78.9,2429,5.2,-4.2,-0.289,1.21,2,2,InPlay,R,R,2026-08-30
OPP-47,H07,Slider,82.2,2566,2.0,-4.4,-0.154,0.398,0,0,BallCalled,R,R,2026-08-30
OPP-47,H07,Slider,81.0,2304,3.3,-4.7,-1.041,1.074,1,0,BallCalled,R,R,2026-08-30
OPP-47,H07,Slider,79.3,2066,4.9,-8.6,0.485,2.449,2,0,StrikeSwinging,R,R,2026-08-30
OPP-47,H07,Fastball,91.5,2308,15.0,7.3,0.493,2.379,2,1,InPlay,R,R,2026-08-30
OPP-47,H09,Slider,78.2,2333,4.2,-5.1,-0.197,2.091,0,0,StrikeCalled,L,R,2026-08-30
OPP-47,H09,Changeup,84.5,1828,9.8,12.0,-1.018,1.667,0,1,BallCalled,L,R,2026-08-30
OPP-47,H09,Fastball,93.1,2178,14.3,6.3,-1.298,2.87,1,1,BallCalled,L,R,2026-08-30
OPP-47,H09,Fastball,91.7,2115,14.9,11.3,-0.423,2.617,2,1,StrikeSwinging,L,R,2026-08-30
OPP-47,H09,Slider,79.4,2471,5.5,-7.7,-0.574,4.371,2,2,BallCalled,L,R,2026-08-30
OPP-47,H09,Slider,80.6,2363,2.0,-5.1,-2.179,0.64,3,2,BallCalled,L,R,2026-08-30
OPP-47,H06,Slider,80.3,2527,0.1,-5.8,-1.255,3.666,0,0,StrikeSwinging,L,R,2026-08-30
OPP-47,H06,Slider,81.7,2188,0.2,-7.8,-0.397,2.18,0,1,StrikeCalled,L,R,2026-08-30
OPP-47,H06,Fastball,91.1,2239,14.0,9.0,0.442,3.047,0,2,StrikeSwinging,L,R,2026-08-30
OPP-47,H08,Fastball,89.6,2144,12.2,7.0,-0.617,2.947,0,0,StrikeSwinging,L,R,2026-08-30
OPP-47,H08,Slider,78.8,2476,0.4,-9.7,0.555,1.063,0,1,StrikeSwinging,L,R,2026-08-30
OPP-47,H08,Fastball,91.6,2145,16.5,7.3,-1.052,2.695,0,2,BallCalled,L,R,2026-08-30
OPP-47,H08,Slider,81.8,2639,1.9,-6.8,-0.2,1.658,1,2,StrikeCalled,L,R,2026-08-30
OPP-47,H04,Slider,81.3,2432,-1.5,-5.2,0.105,2.838,0,0,StrikeSwinging,R,R,2026-08-30
OPP-47,H04,Fastball,91.8,2185,17.4,7.6,0.518,1.443,0,1,BallCalled,R,R,2026-08-30
OPP-47,H04,Curveball,74.6,2345,-5.2,-11.9,-0.828,2.199,1,1,InPlay,R,R,2026-08-30
OPP-47,H07,Fastball,90.7,2100,15.3,6.2,0.058,2.342,0,0,FoulBall,R,R,2026-08-30
OPP-47,H07,Fastball,92.1,2191,15.4,7.3,-1.048,2.852,0,1,FoulBall,R,R,2026-08-30
OPP-47,H07,Fastball,91.9,2299,16.9,12.9,-1.69,2.055,0,2,BallCalled,R,R,2026-08-30
OPP-47,H07,Changeup,80.7,1711,9.6,11.4,-0.937,3.498,1,2,BallCalled,R,R,2026-08-30
OPP-47,H07,Curveball,75.8,2403,-5.6,-13.0,-1.526,2.292,2,2,StrikeSwinging,R,R,2026-08-30
OPP-47,H01,Fastball,91.0,2149,15.1,11.9,-0.706,2.839,0,0,InPlay,L,R,2026-08-30
OPP-47,H08,Slider,80.2,2534,0.1,-6.7,-0.567,1.051,0,0,FoulBall,R,R,2026-08-30
OPP-47,H08,Fastball,89.9,2156,19.0,11.2,1.113,4.997,0,1,BallCalled,R,R,2026-08-30
OPP-47,H08,Slider,83.1,2344,1.5,-3.4,-0.659,2.928,1,1,StrikeCalled,R,R,2026-08-30
OPP-47,H08,Curveball,75.7,2500,-8.1,-9.8,-0.868,2.726,1,2,BallCalled,R,R,2026-08-30
OPP-47,H08,Slider,82.0,2312,1.3,-5.4,-2.05,2.208,2,2,BallCalled,R,R,2026-08-30
OPP-47,H08,Slider,79.4,2332,8.6,-5.6,0.149,5.346,3,2,BallCalled,R,R,2026-08-30
